quoterevisionid,productDescription,isstockproduct,quoted,firstsold,senttoESVS,Day,Day_Diff
5303410,GAF Royal Sovereign Asphalt 3-Tab Roof Shingles,1,2017-11-30,2017-12-01,2017-12-01,Multi Day,1
5303410,Warrior Roofing #15 Felt Roof Deck Protection 406-0,1,2017-11-30,2017-12-01,2017-12-01,Multi Day,1
5303410,"36""x50' GAF Weatherwatch Ice & Water Underlayment",1,2017-11-30,2017-12-01,2017-12-01,Multi Day,1
5303410,10' Amerimax Aluminum C3 Drip Edge,1,2017-11-30,2017-12-01,2017-12-01,Multi Day,1
5624989,Nest 3rd Generation Learning Thermostat - White T3017US,1,2018-02-05,2018-02-05,2018-02-06,Multi Day,1
5402928,Mapleleaf 5 ft. Left Drain Raised Outlet Soaking Tub in White,1,2017-12-19,2017-12-20,2017-12-20,Multi Day,1
5305036,Neoperl Pca Perlator 1.0 GPM Regular Insert With Washers,1,2017-11-30,2017-11-30,2017-12-01,Multi Day,1
5305036,Neoperl Pca Spray 0.5 GPM Regular Insert With Washers,1,2017-11-30,2017-11-30,2017-12-01,Multi Day,1
5305061,Neoperl Pca Perlator 1.0 GPM Regular Insert With Washers,1,2017-11-30,2017-11-30,2017-12-01,Multi Day,1
5305061,Neoperl Pca Spray 0.5 GPM Regular Insert With Washers,1,2017-11-30,2017-11-30,2017-12-01,Multi Day,1
5487495,"2""x3""x10' Amerimax Steel Downspout",1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,"2""x3"" Amerimax Steel Downspout A-Elbow",1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,Construction Metals 4 in. White Steel K-Style Gutter Slip Connector OG4SCWH,1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,Amerimax Downspout Band,1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,Construction Metals 4 in. White Steel K-Style Gutter End Piece with 2 in. x 3 in. Drop OG4EP23WH,1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,"4"" Amerimax K-Style Right-End Cap",1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,"4""x10' Amerimax Steel K-Style Gutter",1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,Construction Metals Galvanized 18-Gauge Hidden Hanger for 4 in. K-Style Gutter with Screw HHOG4G-18,1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,"4"" Amerimax Steel K-Style Left-End Cap",1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,2 in. x 6 in. x 20 ft. #2 and Better Prime Douglas Fir Lumber 2023-20 2x6-20 #2/btr prime doug fir 810840800000000,1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,4x6-10' DF #2/Btr S4S GRN,1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,"1/2"" 4x8 OSB",1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5487495,Tarco 3 ft. x 36 ft. 100 sq.ft. Coverage Cedar Blend Fiberglass Mineral-Surfaced Cap Roll Roofing 24/008016,1,2018-01-10,2018-01-11,2018-01-11,Multi Day,1
5945159,Hot and Cold Water Pedal Box with Short Pedals in Chrome,1,2018-03-28,2018-03-29,2018-03-29,Multi Day,1
5655071,1/2 in. x 20 ft. Rebar REB/4/615G4/20,1,2018-02-09,2018-02-09,2018-02-10,Multi Day,1
5655071,5/8 in. x 240 in. Rebar 142517 5911060 RBI52060,1,2018-02-09,2018-02-09,2018-02-10,Multi Day,1
5655071,Spec Mix 94 lb. Type S Masonry Mortar 0179594000,1,2018-02-09,2018-02-09,2018-02-10,Multi Day,1
5655071,"6""X8""X16"" CONCRETE HW BLOCK",1,2018-02-09,2018-02-09,2018-02-10,Multi Day,1
5655071,Angelus Block 6 in. x 8 in. x 8 in. Concrete Block 068B0050100100,1,2018-02-09,2018-02-09,2018-02-10,Multi Day,1
5655071,Quikrete 60 Lb Concrete Mix,1,2018-02-09,2018-02-09,2018-02-10,Multi Day,1
5655071,Angelus Block 16 in. x 6 in. x 2 in. Concrete Top Cap 062H0190100100,1,2018-02-09,2018-02-09,2018-02-10,Multi Day,1
6140233,1/2 (15/32) 4x8 DF Rated Sheathing (CDX) Plywood,1,2018-04-24,2018-04-24,2018-04-25,Multi Day,1
6140233,Fields 4 sq. ASTM Type 15 Felt Roll F45,1,2018-04-24,2018-04-24,2018-04-25,Multi Day,1
6140233,Owens Corning Oakridge Traditional Non-AR Asphalt Roof Shingles,1,2018-04-24,2018-04-24,2018-04-25,Multi Day,1
6140233,ABA46Z Simpson Strong-Tie 14 GA 4x6 Adjustable Post Base,1,2018-04-24,2018-04-24,2018-04-25,Multi Day,1
6140233,CCQ46SDS2.5 Simpson Strong-Tie 7 GA 4x6 Column Cap,1,2018-04-24,2018-04-24,2018-04-25,Multi Day,1
5242890,1 in. x 6 in. x 8 ft. Premium Kiln-Dried Square Edge Whitewood Common Board 914770,1,2017-11-19,2017-11-21,2017-11-21,Multi Day,2
5242890,1 in. x 4 in. x 10 ft. Premium Kiln-Dried Square Edge Whitewood Common Board 914703,1,2017-11-19,2017-11-21,2017-11-21,Multi Day,2
5242890,"2x4-105"" SPF Stud S4S KD",1,2017-11-19,2017-11-21,2017-11-21,Multi Day,2
5242890,"2x3-96"" SPF Stud S4S GRN",1,2017-11-19,2017-11-21,2017-11-21,Multi Day,2
5242890,5/8 (19/32) 4x8 Pine BCX Sanded Plywood,1,2017-11-19,2017-11-21,2017-11-21,Multi Day,2
5536603,3/4 in. x 6 in. x 6 ft. Alta Premium Treated Dog-Ear Fence Picket 63099,1,2018-01-20,2018-01-23,2018-01-23,Multi Day,3
5536603,4x4-8' #2/Btr Pressure Treated,1,2018-01-20,2018-01-23,2018-01-23,Multi Day,3
5536603,2 in. x 4 in. x 8 ft. #2 Ground Contact Pressure-Treated Lumber 106147 288639,1,2018-01-20,2018-01-23,2018-01-23,Multi Day,3
5536603,Sakrete 60 Lb High Strength Concrete Mix,1,2018-01-20,2018-01-23,2018-01-23,Multi Day,3
5536603,"Deck Mate #9x3"" Tan Star Flat Head Wood Deck Screws",1,2018-01-20,2018-01-23,2018-01-23,Multi Day,3
5536603,"Deck Mate #8x2"" Tan Star Flat Head Wood Deck Screws",1,2018-01-20,2018-01-23,2018-01-23,Multi Day,3
5435922,Homax 13 lb. Dry Mix Popcorn Ceiling Texture 8560-30,1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,48 in. x 11-1/2 in. Unfinished Pine Stair Tread 8503E-048-HD00L,1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,"1/2"" 4x8 USG Sheetrock UltraLight Gypsum Panel",1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,"Leviton Decora Plus 15 Amp Switch, White R52-05691-2WS",1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,WeatherShield 5/4 in. x 6 in. x 16 ft. Standard Ground Contact Pressure-Treated Pine Decking Board 253919 291214,1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,2x6-16' SYP #2 Prime WeatherShield S4S Pressure Treated,1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,Kidde Battery Operated Ionization Smoke Alarm 21008051,1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,Kidde Code One Hardwired Inter-Connectable 120-Volt Combination Smoke and Carbon Monoxide Alarm with Battery Backup 21027519,1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,Speedwall 5 gal. Flat Interior Ceiling Paint GPL-0000-05,1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5435922,"KILZ 2 1-gal. White Water-Based Latex Interior/Exterior Multi-Surface Primer, Sealer and Stain-Blocker 20941",1,2017-12-28,2017-12-29,2017-12-29,Multi Day,1
5448597,Carlon 1-1/2 in. Non-Metallic Terminal Adapter E943HR-CTN,1,2018-01-02,2018-01-05,2018-01-05,Multi Day,3
5448597,Southwire 100 ft. 12/2 Gray Solid CU UF-B W/G Wire 13055926,1,2018-01-02,2018-01-05,2018-01-05,Multi Day,3
5448597,"TAYMAC 55-in-1 2-3/4 in. Deep 2-Gang Weatherproof In-Use Cover, Gray MM2420GB",1,2018-01-02,2018-01-05,2018-01-05,Multi Day,3
5448597,Square D Homeline 100A 20-Space 40-Circuit Indoor Main Breaker Plug-On Neutral Load Center w/ Cover and Value Pack,1,2018-01-02,2018-01-05,2018-01-05,Multi Day,3
5448597,1-1/2 in. x 10 ft. PVC Schedule 40 Conduit 67488,1,2018-01-02,2018-01-05,2018-01-05,Multi Day,3
5829305,Southwire 250 ft. 14/2 Solid Romex SIMpull CU NM-B W/G Wire 28827455,1,2018-03-12,2018-03-14,2018-03-14,Multi Day,2
5829305,Southwire 250 ft. 10/2 Solid Romex SIMpull CU NM-B W/G Wire 28829055,1,2018-03-12,2018-03-14,2018-03-14,Multi Day,2
5829305,Southwire 250 ft. 10/3 Solid Romex SIMpull CU NM-B W/G Wire 63948455,1,2018-03-12,2018-03-14,2018-03-14,Multi Day,2
5829305,Southwire 250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire 28828255,1,2018-03-12,2018-03-14,2018-03-14,Multi Day,2
5829305,Southwire 250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire 63946855,1,2018-03-12,2018-03-14,2018-03-14,Multi Day,2
5829305,Carlon 1-Gang 20 cu. in. New Work Box (Case of 100) B120A-UPC,1,2018-03-12,2018-03-14,2018-03-14,Multi Day,2
5878039,WeatherShield 5/4 in. x 6 in. x 16 ft. Standard Ground Contact Pressure-Treated Pine Decking Board 253919 291214,1,2018-03-19,2018-03-20,2018-03-20,Multi Day,1
5878039,2x6-16' SYP #2 Prime WeatherShield S4S Pressure Treated,1,2018-03-19,2018-03-20,2018-03-20,Multi Day,1
5878039,WeatherShield 42 in. x 2 in. Pressure-Treated Beveled 1-End Baluster 430400,1,2018-03-19,2018-03-20,2018-03-20,Multi Day,1
5878039,4x4-8' #2/Btr Pressure Treated,1,2018-03-19,2018-03-20,2018-03-20,Multi Day,1
5878039,WeatherShield 2 in. x 4 in. x 16 ft. #2 Prime Ground Contact Pressure-Treated Lumber 253920 291224,1,2018-03-19,2018-03-20,2018-03-20,Multi Day,1
5878039,Veranda 0.2 in. x 48 in. x 8 ft. White Vinyl Privacy Diamond Lattice 73004042,1,2018-03-19,2018-03-20,2018-03-20,Multi Day,1
5134114,7/16 4x8 OSB,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,WeatherShield 2 in. x 4 in. x 8 ft. #2 Prime Ground Contact Pressure-Treated Lumber 253920 291224,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,3/4 4x8 T&G OSB,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,WeatherShield 1 in. x 6 in. x 12 ft. Ground Contact Pressure-Treated Board 253935 291281,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,WeatherShield 1 in. x 4 in. x 12 ft. Ground Contact Pressure-Treated Board 253915 291280,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,American Craftsman 28 in. x 38 in. 50 Series Single Hung White Vinyl Window with Buck Frame 50 SH BUCK,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,Everbilt 4 in. Oil-Rubbed Bronze Square Corner Security Door Hinges Value Pack (3-Pack) 13664,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,GAF Timberline Natural Shadow Asphalt Roof Shingles,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,Warrior Roofing #15 Felt Roof Deck Protection 406-0,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,"Grip-Rite 1-1/4"" 15 Degree EG Wire-Weld Coil Full-Round Head Smooth Shank Roofing Nails",1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,"Grip-Rite 3 in. x 0.120 Plastic Exterior Galvanized Ring Shank Nails (1,000 per Box) GR408HG1M",1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,2 in. x 8 in. x 10 ft. #2 Prime Ground Contact Pressure-Treated Lumber 107523 288711,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,2x6-12' SPF #2/Btr S4S KD,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5134114,16 in. x 8 in. x 4 in. Concrete Block 30168621,1,2017-11-01,2017-11-03,2017-11-02,Multi Day,1
5812480,Liberty 16 in. Full Extension Ball Bearing Side Mount Drawer Slide (1-Pair) D80616C-ZP-W,1,2018-03-08,2018-03-09,2018-03-09,Multi Day,1
5812480,Pine Plywood (Common: 23/32 in. x 4 ft. x 8 ft.; Actual: 0.688 in. x 48 in. x 96 in.) 1240063 799397,1,2018-03-08,2018-03-09,2018-03-09,Multi Day,1
5812480,"PA 2-1/2"" 16GA GLV ANGLED FIN 2M",1,2018-03-08,2018-03-09,2018-03-09,Multi Day,1
5812480,Liberty Face Frame Slide Kit (2-Pack) D806SEC-W-D,1,2018-03-08,2018-03-09,2018-03-09,Multi Day,1
5812480,Underlayment (Common: 7/32 in. x 4 ft. x 8 ft.; Actual: 0.196 in. x 48 in. x 96 in.) 431178,1,2018-03-08,2018-03-09,2018-03-09,Multi Day,1
5812480,1 in. x 10 in. x 8 ft. Premium Kiln-Dried Square Edge Whitewood Common Board 914908,1,2018-03-08,2018-03-09,2018-03-09,Multi Day,1
5378265,GAF Timberline HD Charcoal Lifetime Architectural Shingles with StainGuard (33.3 sq. ft. per Bundle) 0670180,1,2017-12-14,2017-12-16,2017-12-16,Multi Day,2
5378265,GAF 1000 sq. ft. FeltBuster Synthetic Roofing Underlayment Roll 0973,1,2017-12-14,2017-12-16,2017-12-16,Multi Day,2
5378265,GAF Royal Sovereign Asphalt 3-Tab Roof Shingles,1,2017-12-14,2017-12-16,2017-12-16,Multi Day,2
5378265,GAF Cobra Rigid Vent 3 4' Plastic Ridge Vent,1,2017-12-14,2017-12-16,2017-12-16,Multi Day,2
5378265,"Grip-Rite 1-1/4"" 15 Degree EG Wire-Weld Coil Full-Round Head Smooth Shank Roofing Nails",1,2017-12-14,2017-12-16,2017-12-16,Multi Day,2
5643023,Commercial Electric 3/4 in. x 22 ft. Rubber Splicing Tape 30005335,1,2018-02-08,2018-02-12,2018-02-12,Multi Day,4
5643023,Tyco Electronics 1/Clam Heat-Shrink UF Splice Kit EB0301-000,1,2018-02-08,2018-02-12,2018-02-12,Multi Day,4
5643023,"Ideal Twister Wire Connectors, 341 - Tan (500-Jar) 30-641J",1,2018-02-08,2018-02-12,2018-02-12,Multi Day,4
5643023,Southwire 250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire 28828255,1,2018-02-08,2018-02-12,2018-02-12,Multi Day,4
5643023,Southwire 250 ft. 14/2 Solid Romex SIMpull CU NM-B W/G Wire 28827455,1,2018-02-08,2018-02-12,2018-02-12,Multi Day,4
5643023,Southwire 250 ft. 10/3 Gray Solid CU UF-B W/G Wire 13059155,1,2018-02-08,2018-02-12,2018-02-12,Multi Day,4
5815912,Crown Bolt #10 1-1/4 in. Slotted Hex-Head Sheet Metal Screws 32382 802352,1,2018-03-08,2018-03-09,2018-03-09,Multi Day,1
6019268,Oatey Regular PVC Handy Pack Purple Primer and Solvent Cement,1,2018-04-09,2018-04-10,2018-04-10,Multi Day,1
6019268,DURA 2 in. Schedule 40 PVC Coupling C429-020 PVC021001600HD,1,2018-04-09,2018-04-10,2018-04-10,Multi Day,1
6019268,DURA 2 in. Schedule 40 PVC 90-Degree Elbow C406-020 PVC023001600HD,1,2018-04-09,2018-04-10,2018-04-10,Multi Day,1
6019268,Charlotte Pipe 2 in. x 2 ft. PVC/DWV Sch. 40 Plain-End Pipe PVC 07200  0200,1,2018-04-09,2018-04-10,2018-04-10,Multi Day,1
6019268,80 in. Submersible Trailer Light Kit 14060-7,1,2018-04-09,2018-04-10,2018-04-10,Multi Day,1
5061465,50 lb. Excel Calcium Chloride Ice Melt 50B-CCP-50,1,2017-10-23,2017-10-24,2017-10-24,Multi Day,1
5098242,Bruce Plano Marsh 3/4 in. Thick x 3-1/4 in. Wide x Random Length Solid Hardwood Flooring (22 sq. ft. / case) C1134,1,2017-10-27,2017-10-31,2017-10-31,Multi Day,4
5098242,Trimaco 36 in. x 167 ft. Red Rosin Medium Weight Paper 35145 BP3,1,2017-10-27,2017-10-31,2017-10-31,Multi Day,4
5098242,"DEWALT 2 in. Leg 16-Gauge Steel Flooring Cleats (1,000-Pack) DWFLN-200",1,2017-10-27,2017-10-31,2017-10-31,Multi Day,4
5453802,Mapleleaf 5 ft. Right Drain Raised Outlet Bathtub in White,1,2018-01-03,2018-01-11,2018-01-08,Multi Day,5
5453802,Mapleleaf 5 ft. Left Drain Raised Outlet Soaking Tub in White,1,2018-01-03,2018-01-11,2018-01-08,Multi Day,5
5906384,Caution Tape 300 Feet,1,2018-03-22,2018-04-10,2018-03-23,Multi Day,1
5973345,Galvanized Nipple 1-1/2 IN. X 5 IN.,1,2018-04-02,2018-04-10,2018-04-03,Multi Day,1
5104741,LifeProof Essential Oak 7.1 in. x 47.6 in. Luxury Vinyl Plank Flooring (18.73 sq. ft. / case) I170263L,1,2017-10-28,2017-10-30,2017-10-30,Multi Day,2
5266163,1x6-12' Trex Enhance,1,2017-11-24,2017-11-25,2017-11-25,Multi Day,1
5973476,2.75 in. Heat Gun,1,2018-04-02,2018-04-02,2018-04-03,Multi Day,1
5085665,Schluter Jolly Satin Copper Anodized Aluminum 3/8 in. x 8 ft. 2-1/2 in. Metal Tile Edging Trim A100AK,1,2017-10-25,2017-10-25,2017-10-26,Multi Day,1
5085665,JELD-WEN 30 in. x 80 in. Colonist Primed Textured Molded Composite MDF Interior Door Slab THDJW136501026,1,2017-10-25,2017-10-25,2017-10-26,Multi Day,1
5085665,Custom Building Products Polyblend #122 Linen 25 lb. Sanded Grout PBG12225,1,2017-10-25,2017-10-25,2017-10-26,Multi Day,1
5085665,Custom Building Products AcrylPro 3-1/2 Gal. Ceramic Tile Adhesive ARL40003,1,2017-10-25,2017-10-25,2017-10-26,Multi Day,1
5085665,"Halo 65W 5""/6"" LED Aluminum Recessed Surface Disk Light (90 CRI)",1,2017-10-25,2017-10-25,2017-10-26,Multi Day,1
5085665,MS International Champagne Toast Interlocking 12 in. x 12 in. x 4 mm Glass/Metal/Stone Mesh-Mounted Mosaic Tile SGLSMTIL-CHATST,1,2017-10-25,2017-10-25,2017-10-26,Multi Day,1
5898013,3M Scotch 1.88 in. x 60 yds. General Purpose Masking Tape 2020-48A,1,2018-03-21,2018-03-21,2018-03-22,Multi Day,1
5898013,BEHR Premium Plus Ultra 5 gal. Enamel Ultra Pure White Semi-Gloss Interior Paint 375005,1,2018-03-21,2018-03-21,2018-03-22,Multi Day,1
5898013,HDX 9 ft. x 12 ft. 0.7 mil Drop Cloth DCHD-07,1,2018-03-21,2018-03-21,2018-03-22,Multi Day,1
5898013,Extra Large Heavy Duty Coverall With Hood 09961/12HD,1,2018-03-21,2018-03-21,2018-03-22,Multi Day,1
5898013,6 in. x 3/8 in. High-Density Foam Mini-Roller Cover (2-Pack) HD MR 200-2 6,1,2018-03-21,2018-03-21,2018-03-22,Multi Day,1
5898013,1/2 in. x 260 in. PTFE Tape 0178502,1,2018-03-21,2018-03-21,2018-03-22,Multi Day,1
5695369,Wall Case for Built-In Air Conditioner,1,2018-02-17,2018-02-20,2018-02-19,Multi Day,2
6012001,Delta Foundations 4 in. Centerset 2-Handle Bathroom Faucet in Chrome B2511LF-PPU-ECO,1,2018-04-07,2018-04-11,2018-04-11,Multi Day,4
6282606,4x4-8' #2/Btr Pressure Treated,1,2018-05-11,2018-05-12,2018-05-12,Multi Day,1
6282606,WeatherShield 2 in. x 4 in. x 10 ft. #2 Prime Ground Contact Pressure-Treated Lumber 253920 291224,1,2018-05-11,2018-05-12,2018-05-12,Multi Day,1
5002641,Sakrete 80 Lb Crack Resistant Concrete Mix,1,2017-10-13,2017-10-14,2017-10-14,Multi Day,1
6075737,15 Amp 1 in. Single-Pole Type BR Circuit Breaker,1,2018-04-16,2018-04-17,2018-04-17,Multi Day,1
6075737,125 Amp 12-Space 24-Circuit Type BR Main Lug Load Center,1,2018-04-16,2018-04-17,2018-04-17,Multi Day,1
5701589,KOHLER Elmbrook The Complete Solution 2-piece 1.28 GPF Single Flush Elongated Toilet in White K-45983-0,1,2018-02-19,2018-02-20,2018-02-20,Multi Day,1
5328887,Energizer Alkaline AAA Battery (24-Pack) E92SBP24H,1,2017-12-05,2017-12-06,2017-12-06,Multi Day,1
5328887,HDX smooth rod caulk gun 10 oz H792 HD109,1,2017-12-05,2017-12-06,2017-12-06,Multi Day,1
5328887,"Leviton 15 Amp Single-Pole Switch, White (10-Pack) M24-01451-2WM",1,2017-12-05,2017-12-06,2017-12-06,Multi Day,1
5328887,"Leviton 15 Amp Duplex Outlet, White (10-Pack) M24-05320-WMP",1,2017-12-05,2017-12-06,2017-12-06,Multi Day,1
5189083,"Owens Corning Standard R13 3-1/2""x15""x384"" Kraft-Faced Roll",1,2017-11-09,2017-11-10,2017-11-10,Multi Day,1
5189083,SHEETROCK Brand EcoSmart 1/2 in. x 4 ft. x 12 ft. Gypsum Board 14116311712,1,2017-11-09,2017-11-10,2017-11-10,Multi Day,1
5189083,James Hardie HardieBacker 3 ft. x 5 ft. x 0.42 in. Cement Backerboard 220023,1,2017-11-09,2017-11-10,2017-11-10,Multi Day,1
5189083,Gibraltar Building Products 1-1/4 in. x 8 ft. Metal Corner Bead 10530 741339,1,2017-11-09,2017-11-10,2017-11-10,Multi Day,1
5705614,JELD-WEN 36 in. x 80 in. 6-Panel Primed 90 Minute Fire Rated Steel Prehung Left-Hand Inswing Front Door THDJW166100244,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5705614,Milwaukee 9 in. 14 Teeth per in. Thin Kerf Metal Reciprocating Saw Blade (5-Pack) 48-00-5187,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5705614,Prime-Line 2-5/8 in. Bore Hole Cover U 9515,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5705614,Dremel Multi-Max Universal Oscillating Tool Wood Flush Cut Blades (3-Pack) MM480BU,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5705614,GREAT STUFF 16 oz. Fireblock Insulating Foam Sealant with Quick Stop Straw 99053992,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5705614,Everbilt Satin Nickel Stair Handrail Bracket w/ Screws,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5705614,5/4 in. x 8 in. x 8 ft. Common Board 915009,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5705614,Alexandria Moulding 3/4 in. x 96 in. x 3-1/2 in. Primed MDF Colonial Casing 00954-96096C,1,2018-02-20,2018-02-23,2018-02-23,Multi Day,3
5722388,Commercial Electric 6 in. White Integrated LED Recessed Gimbal Trim CER6742AWH30 CER6742BWH30 CER6742WH,1,2018-02-22,2018-02-23,2018-02-23,Multi Day,1
5722388,Hampton Bay Traditional 3-Light Brushed Nickel Vanity Light with Bell Shaped Frosted Glass Shades 1001220863,1,2018-02-22,2018-02-23,2018-02-23,Multi Day,1
5722388,Home Decorators Collection Black Outdoor Seeded Glass Dusk to Dawn Wall Lantern KB 06304-DEL,1,2018-02-22,2018-02-23,2018-02-23,Multi Day,1
5722388,Westinghouse 1-Light White Base Interior Wall Fixture with White Ceramic Glass 6640100 P3813-30,1,2018-02-22,2018-02-23,2018-02-23,Multi Day,1
5124455,2x6-10' SPF #2/Btr S4S KD,1,2017-10-31,2017-11-01,2017-11-01,Multi Day,1
5124455,2 in. x 4 in. x 8 ft. #2 Ground Contact Pressure-Treated Lumber 106147 288639,1,2017-10-31,2017-11-01,2017-11-01,Multi Day,1
5124455,2x4-10' SPF Std/Btr S4S KD,1,2017-10-31,2017-11-01,2017-11-01,Multi Day,1
5124455,"Owens Corning Foam SealR 5-1/2""x50' Sill Gasket Sealer",1,2017-10-31,2017-11-01,2017-11-01,Multi Day,1
5124455,RIDGID 21 Degree 3-1/2 in. Round-Head Framing Nailer R350RHF,1,2017-10-31,2017-11-01,2017-11-01,Multi Day,1
5124455,"Grip-Rite 3 in. x 0.120 Plastic Brite Vinyl-Coated Smooth Shank Nails (1,000 per Box) GR3011M",1,2017-10-31,2017-11-01,2017-11-01,Multi Day,1
5124455,Grip-Rite 2-3/8 in. x 0.113 Plastic Brite Vinyl-Coated Smooth Shank Nails 1000 per Box GR071M,1,2017-10-31,2017-11-01,2017-11-01,Multi Day,1
6272086,"5/8"" 4x8 USG Sheetrock UltraLight Firecode Type X Gypsum Panel",1,2018-05-10,2018-05-11,2018-05-11,Multi Day,1
6272086,"1/2"" 4x8 USG Sheetrock UltraLight Gypsum Panel",1,2018-05-10,2018-05-11,2018-05-11,Multi Day,1
6272086,1/4 in. x 4 ft. x 4 ft. Underlayment 448821,1,2018-05-10,2018-05-11,2018-05-11,Multi Day,1
4943658,BEADEX Brand 18 lb. Silver Set 20 Setting-Type Joint Compound 385266,1,2017-10-05,2017-10-06,2017-10-06,Multi Day,1
4943658,ClogFree No Clog Pop-Up Drain Kit in Chrome PF0324,1,2017-10-05,2017-10-06,2017-10-06,Multi Day,1
4943658,HDX Mini Glass Scraper with 10-Blades GSM10-HDX,1,2017-10-05,2017-10-06,2017-10-06,Multi Day,1
4943658,Homax 20 oz. Wall Orange Peel Low Odor Water Based Spray Texture 4092-06,1,2017-10-05,2017-10-06,2017-10-06,Multi Day,1
4943658,Grip-Rite #6 x 1-5/8 in. Philips Bugle-Head Coarse Thread Sharp Point Drywall Screws (5 lb.-Pack) 158CDWS5,1,2017-10-05,2017-10-06,2017-10-06,Multi Day,1
4943658,Grabber #7 x 2 in. Gold Screw (5 lb. per Box) 23275,1,2017-10-05,2017-10-06,2017-10-06,Multi Day,1
5724560,HDX Disposable Nitrile Gloves (10-Count) HDX00290/10,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5724560,HDX Homeowners Tool Set (76-Pieces) H76HOS,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5724560,Ryobi 31-Piece Drill and Drive Kit A983102,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5724560,18 Gal. Roughneck Tote RMRT180001,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5724560,Ryobi 18-Volt ONE+ Lithium-Ion Starter Drill Kit P1810,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5724560,Nashua Tape 1.89 in. x 120 yd. 300 Heavy-Duty Duct Tape in Silver (2-Pack) 1207809,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5724560,HDX 10 ft. x 25 ft. Clear 3.5 mil Plastic Sheeting RSHD3510-25C,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5724560,Stanley 12 in. Wonder Bar 55-515K,1,2018-02-22,2018-03-08,2018-02-23,Multi Day,1
5303432,2 in. x 1-1/2 in. ABS DWV SPG x Hub Flush Bushing C58012FHD2112,1,2017-11-30,2017-11-30,2017-12-01,Multi Day,1
5303432,VPC 1-1/2 in. x 2 ft. Plastic ABS Pipe 12015,1,2017-11-30,2017-11-30,2017-12-01,Multi Day,1
6009240,"Philips 48"" 17W (32W) Daylight (5000K) T8 G13 LED Light Bulb",1,2018-04-06,2018-04-11,2018-04-11,Multi Day,5
5387752,Mendocino Forest Products 11/16 in. x 5-1/2 in. x 6 ft. FSC Con Heart Redwood Flat Top Fence Picket C11223,1,2017-12-16,2017-12-17,2017-12-17,Multi Day,1
